下諏訪駅	長野県
下館駅	茨城県
下野大沢駅	栃木県
下野花岡駅	栃木県
下野宮駅	茨城県
下浜駅	秋田県
下溝駅	神奈川県
下湯沢駅	秋田県
社家駅	神奈川県
十王駅	茨城県
十条駅	東京都
十二橋駅	千葉県
十二湖駅	青森県
十二所駅	秋田県
十文字駅	秋田県
宿河原駅	神奈川県
宿戸駅	岩手県
上越国際スキー場前駅	新潟県
上越妙高駅	新潟県	新潟県
上下浜駅	新潟県
上戸駅	福島県
生田駅	秋田県
上毛高原駅	群馬県
昭和駅	神奈川県
白岡駅	埼玉県
白神岳登山口駅	青森県
白河駅	福島県
白坂駅	福島県
白沢駅	秋田県	鹿児島県
白石蔵王駅	宮城県
白銀駅	青森県
白丸駅	東京都
紫波中央駅	岩手県
新秋津駅	東京都
新浦安駅	千葉県
新大久保駅	東京都
新川崎駅	神奈川県
新木場駅	東京都
神宮寺駅	秋田県
新検見川駅	千葉県
新小岩駅	東京都
新小平駅	東京都
新子安駅	神奈川県
新芝浦駅	神奈川県
新宿駅	東京都
新庄駅	山形県
新白岡駅	埼玉県
新白河駅	福島県
新杉田駅	神奈川県
新関駅	新潟県
神代駅	秋田県	山口県
新地駅	福島県
新習志野駅	千葉県
新日本橋駅	東京都
陣場駅	秋田県
新橋駅	東京都
新花巻駅	岩手県
新府駅	山梨県
神保原駅	埼玉県
新前橋駅	群馬県
新町駅	群馬県
神町駅	山形県
新松戸駅	千葉県
新三郷駅	埼玉県
新茂原駅	千葉県
新八柱駅	千葉県
新横浜駅	神奈川県	神奈川県
新利府駅	宮城県
水郷駅	千葉県
水道橋駅	東京都
水原駅	新潟県
末続駅	福島県
末広駅	秋田県
須賀川駅	福島県
巣鴨駅	東京都
菅谷駅	福島県
杉田駅	福島県
逗子駅	神奈川県
雀宮駅	栃木県
すずらんの里駅	長野県
摺沢駅	岩手県
関都駅	福島県
関根駅	山形県
関屋駅	新潟県
瀬辺地駅	青森県
瀬見温泉駅	山形県
瀬峰駅	宮城県
千畳敷駅	青森県
仙台駅	宮城県
千駄ケ谷駅	東京都
千徳駅	岩手県
仙北町駅	岩手県
千厩駅	岩手県
相武台下駅	神奈川県
相馬駅	福島県
蘇我駅	千葉県
袖ケ浦駅	千葉県
袖崎駅	山形県
曽波神駅	宮城県
醍醐駅	秋田県
太子堂駅	宮城県
大釈迦駅	青森県
太東駅	千葉県
平館駅	岩手県
田浦駅	神奈川県
高岩駅	長野県
高尾駅	東京都
高城町駅	宮城県
高久駅	栃木県
高崎駅	群馬県
高崎問屋町駅	群馬県
多賀城駅	宮城県
高瀬駅	山形県	香川県
高田馬場駅	東京都
高擶駅	山形県
高輪ゲートウェイ駅	東京都
鷹ノ巣駅	秋田県
高萩駅	茨城県
高畠駅	山形県
